sortOrder,id,assetFileName,displayName,category,isHoliday,description,tickerMessage,scheduledOnly,startUnix,endUnix,canRotate,weight,minDaysBetween,idleRewardMultiplier,battleRewardMultiplier,exchangeValueMultiplier,boostedMonsterType,typeDamageMultiplier,effectCount,effect1_kind,effect1_job,effect1_resource,effect1_monsterType,effect1_value,effect1_flag,effect2_kind,effect2_job,effect2_resource,effect2_monsterType,effect2_value,effect2_flag,effect3_kind,effect3_job,effect3_resource,effect3_monsterType,effect3_value,effect3_flag,effect4_kind,effect4_job,effect4_resource,effect4_monsterType,effect4_value,effect4_flag,effect5_kind,effect5_job,effect5_resource,effect5_monsterType,effect5_value,effect5_flag
73,WE-308,WE_308_Public_Service.asset,Public Service,Flavor,false,This is a flavor-only world event and does not change gameplay.,Public notice: maintain hydration and rest during operations.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
74,WE-309,WE_309_Neighborhood_Watch.asset,Neighborhood Watch,Flavor,false,This is a flavor-only world event and does not change gameplay.,Neighborhood watch reports increased late-night activity.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
75,WE-310,WE_310_Photo_Contest.asset,Photo Contest,Flavor,false,This is a flavor-only world event and does not change gameplay.,Photo contest: best Bitling snapshot receives a prize.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
76,WE-311,WE_311_Local_Sports.asset,Local Sports,Flavor,false,This is a flavor-only world event and does not change gameplay.,Gym hosts a citywide tournament this week.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
77,WE-312,WE_312_Art_Exhibit.asset,Art Exhibit,Flavor,false,This is a flavor-only world event and does not change gameplay.,A new exhibit opens featuring rare Grove sculptures.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
78,WE-313,WE_313_Science_Fair.asset,Science Fair,Flavor,false,This is a flavor-only world event and does not change gameplay.,Science fair activity increases near the Cryo Lab district.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
79,WE-314,WE_314_Minor_Tremors.asset,Minor Tremors,Flavor,false,This is a flavor-only world event and does not change gameplay.,Minor tremors reported near the Quarry.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
80,WE-315,WE_315_Workshop_Rumor.asset,Workshop Rumor,Flavor,false,This is a flavor-only world event and does not change gameplay.,Workshop report: a prototype device is unaccounted for.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
81,WE-316,WE_316_Harbor_Lights.asset,Harbor Lights,Flavor,false,This is a flavor-only world event and does not change gameplay.,Harbor lights were seen flickering late last night.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
82,WE-317,WE_317_Clinic_Update.asset,Clinic Update,Flavor,false,This is a flavor-only world event and does not change gameplay.,Clinic update: community wellness checks continue.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
83,WE-318,WE_318_Power_Fluctuation.asset,Power Fluctuation,Flavor,false,This is a flavor-only world event and does not change gameplay.,Power update: brief outage reported and resolved.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
84,WE-319,WE_319_Supply_Shipment.asset,Supply Shipment,Flavor,false,This is a flavor-only world event and does not change gameplay.,Supply shipment arrives ahead of schedule.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
85,WE-320,WE_320_Lost_Cat.asset,Lost Cat,Flavor,false,This is a flavor-only world event and does not change gameplay.,Workshop notice: the resident cat remains missing. Reward offered.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
86,WE-321,WE_321_Public_Debate.asset,Public Debate,Flavor,false,This is a flavor-only world event and does not change gameplay.,Public debate continues over Shadow Market regulation.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
87,WE-322,WE_322_Containment_Drill.asset,Containment Drill,Flavor,false,This is a flavor-only world event and does not change gameplay.,Containment conducts a routine drill. No risk reported.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
88,WE-323,WE_323_Stargazing_Week.asset,Stargazing Week,Flavor,false,This is a flavor-only world event and does not change gameplay.,Observatory declares a regional Stargazing Week.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
89,WE-324,WE_324_New_Route.asset,New Route,Flavor,false,This is a flavor-only world event and does not change gameplay.,A new Expedition route opens for civilian travel.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
90,WE-325,WE_325_Local_Celebrity.asset,Local Celebrity,Flavor,false,This is a flavor-only world event and does not change gameplay.,A well-known Bitling was spotted downtown.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
91,WE-326,WE_326_Donation_Drive.asset,Donation Drive,Flavor,false,This is a flavor-only world event and does not change gameplay.,Donation drive underway for Clinic supplies.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
92,WE-327,WE_327_Street_Music.asset,Street Music,Flavor,false,This is a flavor-only world event and does not change gameplay.,Street musicians perform outside the Harbor gates.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
93,WE-328,WE_328_Maintenance_Notice.asset,Maintenance Notice,Flavor,false,This is a flavor-only world event and does not change gameplay.,Maintenance notice: minor repairs continue across the city.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
94,WE-329,WE_329_Quiet_Week.asset,Quiet Week,Flavor,false,This is a flavor-only world event and does not change gameplay.,Regional activity remains quiet this week.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
95,WE-330,WE_330_Food_Festival.asset,Food Festival,Flavor,false,This is a flavor-only world event and does not change gameplay.,Food festival draws crowds to the central plaza.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
96,WE-331,WE_331_Book_Fair.asset,Book Fair,Flavor,false,This is a flavor-only world event and does not change gameplay.,Book fair announces rare volumes from the Sanctum.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
97,WE-332,WE_332_New_Sculpture.asset,New Sculpture,Flavor,false,This is a flavor-only world event and does not change gameplay.,A new sculpture has been installed near the Grove entrance.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
98,WE-333,WE_333_Repair_Completed.asset,Repair Completed,Flavor,false,This is a flavor-only world event and does not change gameplay.,City notice: multiple repairs completed ahead of schedule.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
99,WE-334,WE_334_Market_Gossip.asset,Market Gossip,Flavor,false,This is a flavor-only world event and does not change gameplay.,Market bulletin suggests valuation shifts may be approaching.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
100,WE-335,WE_335_Safety_Reminder.asset,Safety Reminder,Flavor,false,This is a flavor-only world event and does not change gameplay.,Safety reminder issued for all BRN job sites.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
101,WE-336,WE_336_Observatory_Buzz.asset,Observatory Buzz,Flavor,false,This is a flavor-only world event and does not change gameplay.,Observatory bulletin: a rare alignment is expected tonight.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
102,WE-337,WE_337_Harbor_Parade.asset,Harbor Parade,Flavor,false,This is a flavor-only world event and does not change gameplay.,Harbor hosts a ceremonial procession.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
103,WE-338,WE_338_Clinic_Seminar.asset,Clinic Seminar,Flavor,false,This is a flavor-only world event and does not change gameplay.,Clinic hosts a public seminar on recovery and rest.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
104,WE-339,WE_339_Power_Station_Tour.asset,Power Station Tour,Flavor,false,This is a flavor-only world event and does not change gameplay.,Public tours are now available at the Power Plant.,false,0,0,true,10,7,1,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
105,WE-340,WE_340_Idle_Surge_Week.asset,Idle Surge Week,Meta,false,Idle rewards are doubled during this world event.,Idle rewards are doubled across all BRN job activity this week.,false,0,0,true,10,14,2,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
106,WE-341,WE_341_Rapid_Production_Week.asset,Rapid Production Week,Meta,false,Idle rewards are increased by 50% during this world event.,Idle rewards are increased by 50 percent during this production push.,false,0,0,true,8,14,1.5,1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
107,WE-342,WE_342_Efficient_Workforce_Week.asset,Efficient Workforce Week,Meta,false,Idle rewards are increased by 30% during this world event. Battle rewards are reduced by 20% during this world event.,"Idle production rises, but battle payouts are slightly reduced this week.",false,0,0,true,6,21,1.3,0.8,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
108,WE-343,WE_343_Combat_Bonus_Week.asset,Combat Bonus Week,Encounter,false,Battle rewards are increased by 50% during this world event.,Battle rewards are increased by 50 percent for all active operations.,false,0,0,true,10,14,1,1.5,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
109,WE-344,WE_344_High_Risk_Week.asset,High Risk Week,Encounter,false,Battle rewards are increased by 50% during this world event.,Danger pay has been authorized. Battle rewards rise sharply during this volatile week.,false,0,0,true,7,21,1,1.5,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
110,WE-345,WE_345_Reinforced_Defense_Week.asset,Reinforced Defense Week,Encounter,false,Battle rewards are increased by 10% during this world event.,Protective protocols are reinforced across BRN combat deployments.,false,0,0,true,6,21,1,1.1,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
111,WE-346,WE_346_Glass_Cannon_Week.asset,Glass Cannon Week,Encounter,false,Battle rewards are increased by 25% during this world event.,Aggressive combat tuning increases battle payouts for all field teams.,false,0,0,true,5,21,1,1.25,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
112,WE-347,WE_347_Fire_Surge_Week.asset,Fire Surge Week,Encounter,false,Fire-type Bitlings deal 50% more damage during this world event.,Fire-type Bitlings deal increased damage this week.,false,0,0,true,9,14,1,1,1,Fire,1.5,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
113,WE-348,WE_348_Water_Flow_Week.asset,Water Flow Week,Encounter,false,Water-type Bitlings deal 40% more damage during this world event.,Water-type Bitlings perform more effectively in combat during this cycle.,false,0,0,true,8,14,1,1,1,Water,1.4,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
114,WE-349,WE_349_Electric_Overload_Week.asset,Electric Overload Week,Encounter,false,Electric-type Bitlings deal 50% more damage during this world event.,Electric-type Bitlings discharge increased combat output this week.,false,0,0,true,8,14,1,1,1,Electric,1.5,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
115,WE-350,WE_350_Ice_Front_Week.asset,Ice Front Week,Encounter,false,Ice-type Bitlings deal 40% more damage during this world event.,Ice-type Bitlings gain an offensive boost during this cold cycle.,false,0,0,true,7,14,1,1,1,Ice,1.4,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
116,WE-351,WE_351_Growth_Cycle_Week.asset,Growth Cycle Week,Encounter,false,Grass-type Bitlings deal 40% more damage during this world event.,Grass-type Bitlings thrive under current environmental conditions.,false,0,0,true,7,14,1,1,1,Grass,1.4,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
117,WE-352,WE_352_Market_Boom_Week.asset,Market Boom Week,Meta,false,Exchange sale values are increased by 25% during this world event.,Exchange sale values rise across the board this week.,false,0,0,true,10,14,1,1,1.25,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
118,WE-353,WE_353_Market_Crash_Week.asset,Market Crash Week,Meta,false,Exchange sale values are reduced by 20% during this world event.,Exchange sale values fall across the market this week.,false,0,0,true,8,21,1,1,0.8,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
119,WE-354,WE_354_High_Demand_Week.asset,High Demand Week,Meta,false,Exchange sale values are increased by 15% during this world event.,Exchange activity intensifies as Bitling demand rises.,false,0,0,true,8,14,1,1,1.15,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
120,WE-355,WE_355_Premium_Trading_Week.asset,Premium Trading Week,Meta,false,Exchange sale values are increased by 20% during this world event.,High-value Bitlings receive stronger exchange pricing this week.,false,0,0,true,6,21,1,1,1.2,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
121,WE-356,WE_356_Gold_Rush_Week.asset,Gold Rush Week,Meta,false,Idle rewards are increased by 50% during this world event. Exchange sale values are increased by 25% during this world event.,Idle production and exchange sale values both increase this week.,false,0,0,true,9,14,1.5,1,1.25,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
122,WE-357,WE_357_War_Economy_Week.asset,War Economy Week,Meta,false,Battle rewards are increased by 50% during this world event. Exchange sale values are reduced by 15% during this world event.,"Battle rewards rise, but exchange sale values weaken under pressure.",false,0,0,true,7,21,1,1.5,0.85,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
123,WE-358,WE_358_Energy_Crisis_Week.asset,Energy Crisis Week,Meta,false,Idle rewards are reduced by 25% during this world event. Battle rewards are increased by 40% during this world event.,"Idle output is reduced, encouraging more active BRN operations.",false,0,0,true,7,21,0.75,1.4,1,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
124,WE-359,WE_359_Chaos_Week.asset,Chaos Week,Meta,false,Idle rewards are increased by 20% during this world event. Battle rewards are increased by 20% during this world event. Exchange sale values are increased by 20% during this world event.,"Unstable conditions boost idle, battle, and exchange systems slightly this week.",false,0,0,true,5,28,1.2,1.2,1.2,None,1,0,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false,None,None,None,None,0,false
